Rk,Season,Team,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_DRB%,opp_FTr
1557,2023-24,Central Michigan,32,18,14,0.563,66.3,97.6,102.8,0.473,0.499,15.3,28.8,69.2,0.28,0.473,0.511,14.1,30.8,71.2,0.304
1558,2022-23,Central Michigan,31,10,21,0.323,69.0,94.9,105.3,0.472,0.511,19.9,31.2,68.3,0.38,0.51,0.542,16.6,31.7,68.8,0.396
1559,2021-22,Central Michigan,30,7,23,0.233,68.8,95.4,111.4,0.478,0.509,17.3,25.3,68.7,0.305,0.53,0.561,14.3,31.3,74.7,0.361
1560,2020-21,Central Michigan,23,7,16,0.304,74.9,102.5,106.5,0.499,0.53,15.6,27.7,69.5,0.369,0.524,0.555,16.2,30.5,72.3,0.269
1561,2019-20,Central Michigan,32,14,18,0.438,75.0,104.0,101.8,0.491,0.531,14.7,27.9,72.3,0.334,0.537,0.562,19.4,27.7,72.1,0.277
1562,2023-24,Central Connecticut State,31,20,11,0.645,68.0,105.2,97.0,0.508,0.54,14.4,28.5,72.9,0.321,0.482,0.507,16.3,27.1,71.5,0.262
1563,2022-23,Central Connecticut State,32,10,22,0.313,65.7,99.3,105.6,0.481,0.507,15.4,28.5,71.8,0.233,0.513,0.543,14.5,28.2,71.5,0.264
1564,2021-22,Central Connecticut State,32,8,24,0.25,66.2,92.2,107.6,0.46,0.495,18.1,26.3,68.2,0.291,0.529,0.555,16.3,31.8,73.7,0.288
1565,2020-21,Central Connecticut State,21,5,16,0.238,72.0,95.2,107.5,0.485,0.516,17.6,23.4,67.4,0.283,0.539,0.563,17.4,32.6,76.6,0.304
1566,2019-20,Central Connecticut State,31,4,27,0.129,70.7,89.3,109.3,0.454,0.486,17.9,23.3,67.2,0.291,0.532,0.559,15.9,32.8,76.7,0.327
1567,2023-24,Central Arkansas,32,9,23,0.281,70.7,101.7,110.1,0.481,0.517,15.4,29.7,70.2,0.288,0.528,0.559,14.1,29.8,70.3,0.33
1568,2022-23,Central Arkansas,31,9,22,0.29,72.7,99.1,110.7,0.478,0.51,15.7,28.4,69.9,0.243,0.541,0.566,14.7,30.1,71.6,0.291
1569,2021-22,Central Arkansas,31,11,20,0.355,73.0,99.4,110.2,0.493,0.523,16.3,27.4,70.5,0.227,0.537,0.564,14.7,29.5,72.6,0.299
1570,2020-21,Central Arkansas,24,5,19,0.208,74.0,95.8,108.9,0.498,0.532,20.8,28.9,72.4,0.321,0.526,0.556,14.1,27.6,71.1,0.292
1571,2019-20,Central Arkansas,31,10,21,0.323,75.9,96.1,105.9,0.485,0.528,20.0,28.4,71.5,0.402,0.518,0.551,15.7,28.5,71.6,0.347
1572,2023-24,Canisius,32,14,18,0.438,68.5,101.9,104.4,0.501,0.52,16.6,33.5,71.3,0.283,0.505,0.533,14.3,28.7,66.5,0.277
1573,2022-23,Canisius,30,10,20,0.333,67.5,102.1,104.9,0.492,0.522,15.0,28.8,70.0,0.248,0.525,0.549,16.7,30.0,71.2,0.274
1574,2021-22,Canisius,32,11,21,0.344,69.6,97.6,101.9,0.461,0.494,14.6,28.5,73.9,0.299,0.508,0.542,16.4,26.1,71.5,0.315
1575,2020-21,Canisius,13,7,6,0.538,71.5,98.4,99.5,0.47,0.506,14.7,26.6,73.2,0.316,0.505,0.538,18.0,26.8,73.4,0.316
1576,2019-20,Canisius,32,12,20,0.375,70.3,97.6,100.7,0.485,0.516,17.7,28.9,70.6,0.302,0.517,0.55,19.2,29.4,71.1,0.356
1577,2023-24,Campbell,32,14,18,0.438,67.0,104.8,106.4,0.53,0.562,15.9,24.4,69.5,0.339,0.512,0.537,15.0,30.5,75.6,0.242
1578,2022-23,Campbell,34,16,18,0.471,64.6,106.1,104.1,0.531,0.564,16.1,25.3,72.9,0.389,0.526,0.552,16.6,27.1,74.7,0.312
1579,2021-22,Campbell,29,16,13,0.552,63.9,102.7,96.2,0.519,0.542,14.6,22.2,75.8,0.275,0.494,0.516,16.8,24.2,77.8,0.268
1580,2020-21,Campbell,27,17,10,0.63,65.8,106.4,102.1,0.565,0.586,16.7,20.7,69.8,0.339,0.517,0.548,18.8,30.2,79.3,0.305
1581,2019-20,Campbell,31,15,16,0.484,67.2,101.9,98.8,0.532,0.558,17.3,22.2,72.0,0.258,0.492,0.531,18.1,28.0,77.8,0.391
1582,2023-24,California Baptist,33,16,17,0.485,65.7,101.7,100.6,0.47,0.507,15.2,32.9,76.0,0.377,0.486,0.519,13.7,24.0,67.1,0.295
1583,2022-23,California Baptist,33,17,16,0.515,65.9,104.5,98.4,0.5,0.526,14.8,30.4,74.9,0.312,0.474,0.509,14.5,25.1,69.6,0.289
1584,2021-22,California Baptist,34,18,16,0.529,69.3,101.6,96.6,0.509,0.539,17.5,28.7,73.7,0.366,0.468,0.501,15.5,26.3,71.3,0.324
1585,2020-21,California Baptist,23,13,10,0.565,71.1,110.6,101.8,0.556,0.587,16.7,29.0,74.8,0.343,0.499,0.527,14.8,25.2,71.0,0.355
1586,2019-20,California Baptist,31,21,10,0.677,70.5,111.5,98.1,0.524,0.567,15.4,32.4,75.5,0.345,0.468,0.499,13.4,24.5,67.6,0.303
1587,2023-24,California,32,13,19,0.406,69.7,103.7,108.0,0.492,0.525,14.1,28.6,73.3,0.292,0.513,0.546,13.0,26.7,71.4,0.331
1588,2022-23,California,32,3,29,0.094,64.3,90.0,108.2,0.437,0.479,17.6,25.3,69.6,0.315,0.516,0.548,14.0,30.4,74.7,0.326
1589,2021-22,California,32,12,20,0.375,64.9,96.4,101.0,0.469,0.501,15.1,25.3,76.6,0.253,0.475,0.517,13.1,23.4,74.7,0.315
1590,2020-21,California,29,9,20,0.31,66.3,98.7,104.5,0.497,0.53,17.1,24.6,75.6,0.346,0.525,0.556,15.7,24.4,75.4,0.335
1591,2019-20,California,32,14,18,0.438,65.7,95.1,103.9,0.469,0.514,17.2,24.8,73.8,0.36,0.499,0.54,15.2,26.2,75.2,0.37
1592,2023-24,Cal State Northridge,34,19,15,0.559,73.5,101.7,99.8,0.495,0.526,16.6,32.3,73.7,0.367,0.477,0.521,15.9,26.3,67.7,0.375
1593,2022-23,Cal State Northridge,32,7,25,0.219,65.7,96.1,104.0,0.454,0.501,16.5,28.0,70.0,0.353,0.49,0.536,15.8,30.0,72.0,0.385
1594,2021-22,Cal State Northridge,30,7,23,0.233,65.7,92.5,107.1,0.448,0.481,16.1,27.0,67.5,0.293,0.515,0.556,17.0,32.5,73.0,0.345
1595,2020-21,Cal State Northridge,22,9,13,0.409,70.9,101.2,109.0,0.488,0.523,14.7,25.3,71.2,0.308,0.54,0.575,16.4,28.8,74.7,0.331
1596,2019-20,Cal State Northridge,32,15,17,0.469,71.4,106.6,110.7,0.519,0.551,14.1,25.7,68.8,0.313,0.541,0.567,15.4,31.2,74.3,0.29
1597,2023-24,Cal State Fullerton,32,14,18,0.438,67.5,100.2,102.1,0.491,0.532,16.1,24.8,70.8,0.399,0.493,0.53,16.2,29.2,75.2,0.349
1598,2022-23,Cal State Fullerton,33,20,13,0.606,65.5,102.5,96.4,0.5,0.535,15.5,26.9,71.1,0.376,0.477,0.513,18.2,28.9,73.1,0.326
1599,2021-22,Cal State Fullerton,32,21,11,0.656,67.2,104.2,99.0,0.494,0.539,15.7,29.7,72.5,0.351,0.511,0.535,18.3,27.5,70.3,0.257
1600,2020-21,Cal State Fullerton,16,6,10,0.375,72.7,105.1,107.2,0.521,0.557,15.6,25.0,71.0,0.343,0.543,0.567,16.7,29.0,75.0,0.273
1601,2019-20,Cal State Fullerton,31,11,20,0.355,69.5,96.8,100.7,0.488,0.521,16.6,22.8,73.9,0.371,0.494,0.533,16.2,26.1,77.2,0.352
1602,2023-24,Cal State Bakersfield,32,13,19,0.406,66.3,102.4,103.1,0.474,0.512,15.3,33.9,69.1,0.323,0.493,0.542,17.1,30.9,66.1,0.464
1603,2022-23,Cal State Bakersfield,33,11,22,0.333,63.4,93.9,100.4,0.454,0.495,17.4,28.6,72.0,0.289,0.5,0.542,18.4,28.0,71.4,0.423
1604,2021-22,Cal State Bakersfield,28,9,19,0.321,65.6,98.9,101.1,0.456,0.492,15.1,33.6,74.8,0.303,0.509,0.558,18.9,25.2,66.4,0.47
1605,2020-21,Cal State Bakersfield,26,15,11,0.577,65.7,105.6,97.1,0.494,0.524,16.4,39.3,74.5,0.272,0.497,0.536,19.2,25.5,60.7,0.402
1606,2019-20,Cal State Bakersfield,31,12,19,0.387,66.0,101.1,100.5,0.478,0.509,16.9,36.1,75.0,0.312,0.5,0.547,17.8,25.0,63.9,0.474
1607,2023-24,Cal Poly,32,4,28,0.125,66.7,94.3,109.7,0.46,0.497,16.5,24.5,66.6,0.32,0.513,0.556,15.1,33.4,75.5,0.418
1608,2022-23,Cal Poly,33,8,25,0.242,65.1,92.7,100.5,0.465,0.505,18.7,25.8,75.3,0.306,0.495,0.538,16.8,24.7,74.2,0.411
1609,2021-22,Cal Poly,28,7,21,0.25,65.5,92.5,101.4,0.46,0.505,19.5,27.9,73.5,0.368,0.479,0.525,15.4,26.5,72.1,0.365
1610,2020-21,Cal Poly,24,4,20,0.167,68.5,89.3,102.9,0.454,0.492,18.2,22.1,71.2,0.295,0.499,0.535,16.2,28.8,77.9,0.359
1611,2019-20,Cal Poly,30,7,23,0.233,68.8,95.5,105.9,0.481,0.516,17.2,23.0,71.7,0.348,0.52,0.561,16.7,28.3,77.0,0.426
1612,2023-24,Butler,33,18,15,0.545,69.4,108.6,103.8,0.521,0.555,13.6,26.9,70.9,0.263,0.5,0.526,14.1,29.1,73.1,0.219
1613,2022-23,Butler,32,14,18,0.438,67.2,97.0,101.0,0.495,0.526,16.0,19.9,69.6,0.26,0.501,0.524,16.2,30.4,80.1,0.226
1614,2021-22,Butler,33,14,19,0.424,64.9,97.2,101.9,0.48,0.512,16.1,26.7,72.3,0.304,0.493,0.524,15.0,27.7,73.3,0.295
1615,2020-21,Butler,25,10,15,0.4,65.1,96.2,104.0,0.475,0.5,15.3,26.0,74.8,0.294,0.53,0.555,16.6,25.2,74.0,0.285
1616,2019-20,Butler,31,22,9,0.71,64.6,105.7,95.8,0.523,0.553,15.4,29.4,74.6,0.294,0.458,0.496,15.6,25.4,70.6,0.309
1617,2023-24,Buffalo,31,4,27,0.129,70.5,96.1,112.6,0.477,0.509,17.9,28.5,69.8,0.275,0.539,0.564,13.1,30.2,71.5,0.287
1618,2022-23,Buffalo,32,15,17,0.469,74.2,104.1,104.3,0.509,0.539,16.4,31.9,72.1,0.316,0.516,0.548,16.5,27.9,68.1,0.351
1619,2021-22,Buffalo,30,19,11,0.633,72.5,110.3,99.7,0.52,0.545,15.3,37.2,72.3,0.26,0.474,0.506,14.5,27.7,62.8,0.287
1620,2020-21,Buffalo,25,16,9,0.64,74.2,108.6,97.3,0.514,0.537,15.5,37.2,73.2,0.293,0.462,0.503,15.3,26.8,62.8,0.283
1621,2019-20,Buffalo,32,20,12,0.625,74.7,104.5,100.7,0.494,0.519,15.3,35.0,71.2,0.28,0.489,0.524,16.7,28.8,65.0,0.301
1622,2023-24,Bucknell,33,14,19,0.424,64.1,100.6,103.6,0.504,0.534,16.7,25.8,71.4,0.29,0.495,0.527,14.4,28.6,74.2,0.315
1623,2022-23,Bucknell,32,12,20,0.375,66.4,100.9,102.4,0.523,0.549,17.8,25.8,75.2,0.265,0.506,0.525,13.7,24.8,74.2,0.274
1624,2021-22,Bucknell,32,9,23,0.281,68.3,101.8,113.6,0.528,0.561,17.5,21.4,70.2,0.283,0.538,0.562,11.9,29.8,78.6,0.229
1625,2020-21,Bucknell,12,5,7,0.417,73.1,102.5,105.8,0.52,0.561,16.0,19.8,71.7,0.363,0.496,0.534,13.7,28.3,80.2,0.292
1626,2019-20,Bucknell,34,14,20,0.412,69.9,96.7,101.6,0.493,0.521,17.0,24.0,73.6,0.284,0.515,0.548,17.6,26.4,76.0,0.383
1627,2023-24,Bryant,33,20,13,0.606,76.0,102.9,98.5,0.523,0.545,14.2,21.0,69.9,0.299,0.451,0.489,14.1,30.1,79.0,0.324
1628,2022-23,Bryant,30,17,13,0.567,73.0,108.3,99.7,0.532,0.565,16.0,30.1,75.2,0.331,0.485,0.517,14.9,24.8,69.9,0.308
1629,2021-22,Bryant,32,22,10,0.688,73.0,106.1,99.8,0.502,0.538,16.1,33.1,68.8,0.322,0.468,0.495,14.1,31.2,66.9,0.25
1630,2020-21,Bryant,22,15,7,0.682,77.2,108.5,97.9,0.541,0.577,17.3,28.2,70.0,0.344,0.467,0.498,15.3,30.0,71.8,0.27
1631,2019-20,Bryant,32,15,17,0.469,70.7,100.0,97.9,0.485,0.513,17.2,31.6,72.1,0.304,0.47,0.501,14.8,27.9,68.4,0.302
1632,2023-24,Brown,31,13,18,0.419,67.7,103.6,104.3,0.5,0.526,15.5,31.9,73.1,0.332,0.509,0.538,15.1,26.9,68.1,0.319
1633,2022-23,Brown,27,14,13,0.519,69.8,99.1,98.8,0.507,0.528,16.9,25.3,76.3,0.298,0.512,0.539,17.7,23.7,74.7,0.269
1634,2021-22,Brown,29,13,16,0.448,69.7,101.8,99.7,0.497,0.529,16.4,29.4,72.8,0.308,0.505,0.536,17.9,27.2,70.6,0.328
1635,2019-20,Brown,27,15,12,0.556,70.2,95.4,97.8,0.455,0.497,18.2,32.3,73.6,0.325,0.49,0.522,17.5,26.4,67.7,0.289
1636,2023-24,Brigham Young,34,23,11,0.676,69.9,116.4,100.0,0.548,0.573,13.1,32.8,75.4,0.254,0.482,0.515,14.2,24.6,67.2,0.32
1637,2022-23,Brigham Young,34,19,15,0.559,70.9,106.1,98.2,0.523,0.554,17.2,31.8,76.1,0.324,0.496,0.531,17.2,23.9,68.2,0.375
1638,2021-22,Brigham Young,35,24,11,0.686,69.1,106.7,98.2,0.524,0.549,15.7,30.8,77.5,0.265,0.477,0.508,13.7,22.5,69.2,0.307
1639,2020-21,Brigham Young,27,20,7,0.741,70.2,109.8,96.4,0.556,0.58,16.4,28.6,77.1,0.275,0.469,0.499,14.2,22.9,71.4,0.295
1640,2019-20,Brigham Young,32,24,8,0.75,69.7,112.8,96.9,0.588,0.603,14.3,20.5,76.2,0.239,0.49,0.518,16.3,23.8,79.5,0.276
1641,2023-24,Bradley,35,23,12,0.657,66.9,109.5,99.2,0.548,0.573,15.8,28.5,72.2,0.275,0.474,0.515,16.1,27.8,71.5,0.352
1642,2022-23,Bradley,35,25,10,0.714,65.9,106.8,94.8,0.53,0.55,15.4,29.2,76.1,0.275,0.467,0.509,17.0,23.9,70.8,0.316
1643,2021-22,Bradley,31,17,14,0.548,68.1,103.2,95.4,0.511,0.536,17.1,32.1,77.0,0.279,0.466,0.506,16.1,23.0,67.9,0.31
1644,2020-21,Bradley,28,12,16,0.429,66.4,103.9,99.4,0.509,0.534,16.0,29.3,74.4,0.24,0.497,0.522,15.8,25.6,70.7,0.291
1645,2019-20,Bradley,34,23,11,0.676,67.3,105.7,97.1,0.499,0.536,14.9,31.5,74.6,0.319,0.463,0.504,15.7,25.4,68.5,0.305
1646,2023-24,Bowling Green,34,20,14,0.588,69.1,104.6,100.9,0.484,0.523,14.1,30.5,75.1,0.357,0.506,0.529,15.1,24.9,69.5,0.263
1647,2022-23,Bowling Green,31,11,20,0.355,71.2,106.7,110.3,0.512,0.547,14.9,29.6,72.4,0.335,0.534,0.566,14.2,27.6,70.4,0.332
1648,2021-22,Bowling Green,31,13,18,0.419,74.4,107.1,107.4,0.498,0.535,14.1,30.7,70.9,0.315,0.523,0.555,15.4,29.1,69.3,0.292
1649,2020-21,Bowling Green,26,14,12,0.538,71.9,106.8,102.8,0.48,0.514,11.5,30.5,70.4,0.278,0.509,0.537,16.5,29.6,69.5,0.294
1650,2019-20,Bowling Green,31,21,10,0.677,71.6,103.2,100.9,0.479,0.517,13.3,28.7,73.9,0.287,0.483,0.515,14.3,26.1,71.3,0.327
1651,2023-24,Boston University,33,16,17,0.485,65.9,99.7,100.0,0.482,0.516,15.3,26.8,77.2,0.303,0.496,0.529,15.3,22.8,73.2,0.355
1652,2022-23,Boston University,32,15,17,0.469,66.3,99.7,99.9,0.477,0.513,15.5,28.6,75.7,0.284,0.5,0.533,16.4,24.3,71.4,0.358
1653,2021-22,Boston University,35,22,13,0.629,65.3,106.9,102.5,0.521,0.552,15.9,31.1,75.6,0.29,0.506,0.537,15.0,24.4,68.9,0.285
1654,2020-21,Boston University,18,7,11,0.389,67.9,102.2,108.9,0.496,0.531,16.1,28.8,74.1,0.286,0.534,0.555,13.4,25.9,71.2,0.297
1655,2019-20,Boston University,34,21,13,0.618,66.8,105.0,98.8,0.516,0.534,14.6,28.9,75.4,0.27,0.495,0.518,15.3,24.6,71.1,0.263
1656,2023-24,Boston College,36,20,16,0.556,67.7,108.7,105.5,0.525,0.553,13.5,27.3,73.7,0.25,0.505,0.538,13.8,26.3,72.7,0.281
1657,2022-23,Boston College,33,16,17,0.485,66.7,99.0,104.4,0.487,0.519,16.1,27.5,71.7,0.273,0.515,0.544,16.0,28.3,72.5,0.276
1658,2021-22,Boston College,33,13,20,0.394,65.5,100.7,102.5,0.478,0.511,15.4,30.0,74.2,0.296,0.515,0.55,16.7,25.8,70.0,0.315
1659,2020-21,Boston College,20,4,16,0.2,71.8,98.7,110.0,0.498,0.528,16.8,25.0,71.4,0.297,0.555,0.578,16.3,28.6,75.0,0.291
1660,2019-20,Boston College,32,13,19,0.406,69.6,92.4,101.1,0.465,0.492,17.3,25.4,69.3,0.291,0.505,0.536,18.0,30.7,74.6,0.299
1661,2023-24,Boise State,33,22,11,0.667,66.9,111.4,99.8,0.516,0.554,14.1,34.1,77.8,0.359,0.495,0.53,15.3,22.2,65.9,0.319
1662,2022-23,Boise State,34,24,10,0.706,66.8,106.8,95.8,0.521,0.553,14.6,27.4,76.2,0.303,0.473,0.503,15.5,23.8,72.6,0.273
1663,2021-22,Boise State,35,27,8,0.771,64.9,104.1,92.8,0.512,0.536,15.9,30.6,77.9,0.35,0.481,0.511,18.1,22.1,69.4,0.258
1664,2020-21,Boise State,28,19,9,0.679,70.2,107.4,94.5,0.522,0.558,14.7,26.8,76.9,0.346,0.488,0.52,18.3,23.1,73.2,0.275
1665,2019-20,Boise State,32,20,12,0.625,70.0,106.5,97.4,0.52,0.56,15.5,25.9,77.9,0.362,0.506,0.536,17.6,22.1,74.1,0.294
1666,2023-24,Binghamton,30,15,15,0.5,68.6,104.3,104.5,0.508,0.535,15.3,30.2,75.4,0.342,0.486,0.524,12.0,24.6,69.8,0.327
1667,2022-23,Binghamton,31,13,18,0.419,67.0,101.0,105.0,0.499,0.53,16.7,29.0,72.0,0.297,0.494,0.533,13.8,28.0,71.0,0.347
1668,2021-22,Binghamton,29,12,17,0.414,67.3,100.0,101.1,0.504,0.523,16.3,27.2,73.0,0.23,0.49,0.517,14.4,27.0,72.8,0.299
1669,2020-21,Binghamton,18,4,14,0.222,66.2,96.9,107.1,0.489,0.511,17.8,29.1,72.5,0.232,0.515,0.546,14.3,27.5,70.9,0.313
1670,2019-20,Binghamton,29,10,19,0.345,69.4,99.6,109.8,0.489,0.517,15.5,25.6,69.0,0.238,0.519,0.539,12.2,31.0,74.4,0.29
1671,2023-24,Bethune-Cookman,34,17,17,0.5,71.8,100.4,100.0,0.481,0.528,16.7,29.9,67.5,0.372,0.491,0.539,19.7,32.5,70.1,0.474
1672,2022-23,Bethune-Cookman,32,12,20,0.375,69.5,97.2,107.5,0.473,0.507,16.2,27.6,66.1,0.315,0.519,0.554,16.8,33.9,72.4,0.344
1673,2021-22,Bethune-Cookman,30,9,21,0.3,67.4,93.3,102.4,0.459,0.491,17.1,28.4,70.0,0.287,0.509,0.547,18.0,30.0,71.6,0.343
1674,2019-20,Bethune-Cookman,30,16,14,0.533,75.0,98.3,95.2,0.474,0.515,17.6,30.6,70.3,0.381,0.471,0.505,18.0,29.7,69.4,0.387
1675,2023-24,Belmont,33,20,13,0.606,72.0,107.7,104.5,0.553,0.579,15.3,21.7,72.6,0.303,0.507,0.535,14.6,27.4,78.3,0.266
1676,2022-23,Belmont,32,21,11,0.656,69.0,109.9,103.3,0.553,0.575,14.6,25.2,70.2,0.249,0.51,0.533,15.9,29.8,74.8,0.289
1677,2021-22,Belmont,33,25,8,0.758,70.3,110.5,96.8,0.56,0.585,15.0,24.6,72.4,0.266,0.498,0.523,18.5,27.6,75.4,0.235
1678,2020-21,Belmont,30,26,4,0.867,71.9,112.6,95.8,0.563,0.588,14.8,26.1,72.5,0.282,0.488,0.512,17.9,27.5,73.9,0.247
1679,2019-20,Belmont,33,26,7,0.788,72.8,109.4,93.3,0.553,0.572,14.6,24.9,73.7,0.227,0.473,0.494,17.3,26.3,75.1,0.243
1680,2023-24,Bellarmine,31,8,23,0.258,66.8,103.1,111.1,0.499,0.53,12.7,22.6,71.8,0.224,0.528,0.559,13.2,28.2,77.4,0.304
1681,2022-23,Bellarmine,33,15,18,0.455,62.8,104.7,106.1,0.535,0.562,15.9,22.1,72.9,0.251,0.536,0.564,16.7,27.1,77.9,0.303
1682,2021-22,Bellarmine,33,20,13,0.606,63.8,109.4,104.9,0.545,0.568,13.3,23.7,71.9,0.217,0.52,0.546,16.1,28.1,76.3,0.28
1683,2020-21,Bellarmine,22,14,8,0.636,65.8,112.9,100.6,0.567,0.594,15.1,26.8,73.5,0.285,0.539,0.563,20.4,26.5,73.2,0.278
1684,2023-24,Baylor,35,24,11,0.686,66.8,117.8,104.2,0.558,0.592,15.0,35.8,72.9,0.395,0.515,0.547,15.4,27.1,64.2,0.303
1685,2022-23,Baylor,34,23,11,0.676,67.8,113.3,103.3,0.532,0.57,15.2,34.4,69.1,0.368,0.516,0.547,17.4,30.9,65.6,0.313
1686,2021-22,Baylor,34,27,7,0.794,68.6,111.5,92.7,0.528,0.553,15.1,36.3,71.2,0.29,0.478,0.509,20.1,28.8,63.7,0.277
1687,2020-21,Baylor,30,28,2,0.933,69.6,118.6,93.7,0.565,0.586,14.0,36.4,70.3,0.265,0.489,0.521,21.3,29.7,63.6,0.313
1688,2019-20,Baylor,30,26,4,0.867,66.6,106.4,89.9,0.494,0.523,14.9,35.7,70.1,0.308,0.452,0.486,19.7,29.9,64.3,0.308
1689,2023-24,Ball State,31,15,16,0.484,67.8,107.2,103.4,0.513,0.558,15.5,28.3,72.6,0.385,0.506,0.534,15.2,27.4,71.7,0.277
1690,2022-23,Ball State,32,20,12,0.625,68.5,111.1,104.2,0.538,0.57,15.4,31.2,72.3,0.425,0.503,0.536,14.8,27.7,68.8,0.3
1691,2021-22,Ball State,31,14,17,0.452,71.6,103.4,106.8,0.516,0.549,17.1,27.1,72.0,0.374,0.522,0.553,15.2,28.0,72.9,0.323
1692,2020-21,Ball State,23,10,13,0.435,72.0,102.7,103.7,0.513,0.547,17.3,27.8,69.5,0.287,0.489,0.523,14.8,30.5,72.2,0.357
1693,2019-20,Ball State,31,18,13,0.581,69.4,100.2,90.1,0.508,0.536,17.0,25.3,75.5,0.308,0.452,0.484,17.4,24.5,74.7,0.281
1694,2023-24,Austin Peay,35,19,16,0.543,65.9,111.6,109.1,0.513,0.542,11.3,30.0,69.2,0.31,0.521,0.554,14.8,30.8,70.0,0.367
1695,2022-23,Austin Peay,31,9,22,0.29,66.8,99.4,107.8,0.477,0.51,15.2,28.0,69.4,0.277,0.539,0.574,17.7,30.6,72.0,0.363
1696,2021-22,Austin Peay,29,12,17,0.414,66.1,96.6,103.2,0.478,0.508,18.0,29.5,70.0,0.266,0.529,0.556,18.7,30.0,70.5,0.346
1697,2020-21,Austin Peay,27,14,13,0.519,69.0,106.7,100.5,0.513,0.546,17.8,36.0,70.3,0.286,0.538,0.561,20.6,29.7,64.0,0.327
1698,2019-20,Austin Peay,33,21,12,0.636,69.9,108.8,101.9,0.516,0.552,15.6,33.1,72.5,0.368,0.529,0.556,18.8,27.5,66.9,0.323
1699,2023-24,Auburn,35,27,8,0.771,70.9,117.2,96.4,0.542,0.58,13.0,32.9,69.8,0.383,0.437,0.492,15.6,30.2,67.1,0.415
1700,2022-23,Auburn,34,21,13,0.618,68.7,105.6,98.3,0.495,0.53,15.1,32.8,67.6,0.363,0.457,0.502,16.2,32.4,67.2,0.389
1701,2021-22,Auburn,34,28,6,0.824,71.3,108.1,92.9,0.499,0.534,14.2,33.6,71.1,0.316,0.442,0.488,17.4,28.9,66.4,0.343
1702,2020-21,Auburn,27,13,14,0.481,73.4,104.1,103.1,0.512,0.546,18.7,34.8,68.5,0.362,0.496,0.525,15.8,31.5,65.2,0.316
1703,2019-20,Auburn,31,25,6,0.806,70.4,108.2,97.6,0.5,0.536,15.0,35.3,72.6,0.438,0.471,0.511,16.4,27.4,64.7,0.339
1704,2023-24,Army,32,10,22,0.313,63.1,94.5,100.8,0.477,0.492,16.6,27.3,74.6,0.257,0.493,0.525,15.1,25.4,72.7,0.307
1705,2022-23,Army,33,17,16,0.515,68.1,106.5,102.5,0.546,0.568,16.7,27.5,76.5,0.308,0.51,0.536,14.1,23.5,72.5,0.282
1706,2021-22,Army,31,15,16,0.484,69.9,99.9,99.9,0.494,0.516,16.2,30.0,73.6,0.316,0.513,0.532,17.3,26.4,70.0,0.224
1707,2020-21,Army,22,12,10,0.545,70.0,101.9,98.7,0.523,0.541,15.9,23.2,75.9,0.283,0.511,0.537,17.6,24.1,76.8,0.243
1708,2019-20,Army,30,15,15,0.5,69.7,100.9,102.5,0.533,0.545,15.4,20.0,75.0,0.253,0.513,0.533,14.9,25.0,80.0,0.239
1709,2023-24,Arkansas–Pine Bluff,31,13,18,0.419,74.3,107.8,110.1,0.539,0.579,16.1,24.3,68.5,0.375,0.513,0.546,13.5,31.5,75.7,0.327
1710,2022-23,Arkansas–Pine Bluff,31,10,21,0.323,71.3,93.0,97.0,0.46,0.501,18.6,27.2,72.5,0.328,0.495,0.535,19.8,27.5,72.8,0.411
1711,2021-22,Arkansas–Pine Bluff,31,7,24,0.226,69.3,95.3,112.5,0.47,0.51,16.8,24.6,65.2,0.345,0.55,0.58,16.5,34.8,75.4,0.332
1712,2020-21,Arkansas–Pine Bluff,25,4,21,0.16,69.5,88.2,109.4,0.432,0.483,19.7,26.7,68.3,0.386,0.541,0.567,16.0,31.7,73.3,0.383
1713,2019-20,Arkansas–Pine Bluff,30,4,26,0.133,67.6,79.3,100.6,0.435,0.462,23.3,27.9,69.8,0.374,0.49,0.531,18.0,30.2,72.1,0.472
1714,2023-24,Arkansas State,37,20,17,0.541,70.0,112.3,109.7,0.515,0.545,13.4,34.5,71.2,0.329,0.505,0.547,12.4,28.8,65.5,0.348
1715,2022-23,Arkansas State,33,13,20,0.394,64.8,101.0,103.9,0.49,0.52,15.6,29.0,72.4,0.334,0.5,0.54,15.6,27.6,71.0,0.346
1716,2021-22,Arkansas State,29,18,11,0.621,69.5,101.5,97.5,0.498,0.537,17.4,29.8,72.0,0.332,0.483,0.514,17.2,28.0,70.2,0.293
1717,2020-21,Arkansas State,24,11,13,0.458,69.3,104.1,99.7,0.502,0.538,16.2,31.9,72.4,0.344,0.481,0.515,15.7,27.6,68.1,0.275
1718,2019-20,Arkansas State,32,16,16,0.5,68.5,102.4,104.2,0.49,0.537,16.5,28.8,71.1,0.474,0.517,0.557,17.9,28.9,71.2,0.415
1719,2023-24,Arkansas,33,16,17,0.485,72.2,106.1,108.9,0.505,0.556,14.6,25.2,70.1,0.453,0.504,0.545,13.1,29.9,74.8,0.39
1720,2022-23,Arkansas,36,22,14,0.611,70.2,105.1,96.4,0.509,0.545,15.8,30.7,72.1,0.393,0.472,0.516,18.0,27.9,69.3,0.395
